x1	x2	x3	x4	x5	x6	x7	x8	id	cls
0	0	0	0	1	0	1	0	Group 1, task 0	1
1	0	0	1	0	1	1	0	Group 1, task 0	1
0	1	1	1	0	0	1	1	Group 1, task 0	0
1	1	1	0	1	1	0	1	Group 1, task 0	1
1	0	0	0	1	1	1	0	Group 1, task 0	1
1	1	0	1	1	1	1	0	Group 1, task 0	1
0	0	0	0	0	0	1	0	Group 1, task 0	0
0	0	0	0	1	1	0	0	Group 1, task 0	1
0	1	0	0	0	1	1	0	Group 1, task 0	1
1	0	0	1	0	0	1	0	Group 1, task 0	0
0	1	1	0	0	1	1	1	Group 1, task 0	1
0	0	1	0	1	1	1	1	Group 1, task 0	1
1	0	1	1	1	1	1	0	Group 1, task 0	1
0	0	0	0	1	0	1	0	Group 1, task 0	1
0	1	0	0	0	0	0	0	Group 1, task 0	0
1	0	1	0	0	1	0	0	Group 1, task 0	1
0	1	1	0	0	1	1	0	Group 1, task 0	1
1	0	1	1	1	1	0	0	Group 1, task 0	1
0	0	0	0	0	1	0	0	Group 1, task 0	1
1	1	1	0	1	1	0	1	Group 1, task 0	1
0	0	0	1	1	0	1	1	Group 1, task 0	0
0	0	1	1	1	1	0	0	Group 1, task 0	1
0	0	0	0	0	0	0	0	Group 1, task 0	0
0	1	1	1	0	0	1	0	Group 1, task 0	0
1	0	0	0	0	1	1	0	Group 1, task 0	1
1	0	0	1	0	1	1	0	Group 1, task 0	1
1	0	0	0	0	1	1	1	Group 1, task 0	1
1	1	1	0	0	1	1	1	Group 1, task 0	1
1	1	1	1	1	1	0	1	Group 1, task 0	1
0	0	0	1	1	1	1	1	Group 1, task 0	1
1	0	1	0	0	0	1	0	Group 1, task 0	0
1	1	1	1	1	0	1	1	Group 1, task 0	0
0	1	1	1	0	0	1	1	Group 1, task 0	0
0	0	0	0	0	1	1	0	Group 1, task 0	1
1	0	0	1	1	0	1	0	Group 1, task 0	0
1	1	0	1	0	1	1	1	Group 1, task 0	1
1	1	0	1	0	0	0	1	Group 1, task 0	0
0	0	1	0	0	0	1	1	Group 1, task 0	0
0	0	0	1	0	0	1	0	Group 1, task 0	0
1	1	1	1	1	0	0	1	Group 1, task 0	0
0	1	0	0	0	1	1	0	Group 1, task 0	1
1	1	0	0	0	1	0	1	Group 1, task 0	1
1	1	1	0	1	0	1	0	Group 1, task 0	0
1	1	1	1	0	0	1	1	Group 1, task 0	0
0	0	0	0	0	1	0	0	Group 1, task 0	1
0	0	0	0	1	1	1	1	Group 1, task 0	1
0	1	1	0	1	0	0	0	Group 1, task 0	0
1	0	0	1	0	1	1	1	Group 1, task 0	1
0	1	0	0	1	1	1	0	Group 1, task 0	1
0	1	1	1	0	0	0	0	Group 1, task 0	0
1	0	0	1	1	0	0	1	Group 1, task 0	0
1	1	0	0	1	1	1	1	Group 1, task 0	1
1	0	0	0	1	1	0	0	Group 1, task 0	1
1	0	1	0	1	1	0	0	Group 1, task 0	1
0	1	1	0	0	0	0	1	Group 1, task 0	0
0	1	1	1	0	1	0	1	Group 1, task 0	1
0	1	1	1	0	1	1	1	Group 1, task 0	1
1	0	1	0	1	1	0	1	Group 1, task 0	1
1	0	1	0	0	1	0	0	Group 1, task 0	1
0	1	1	0	0	0	1	1	Group 1, task 0	0
1	0	1	1	1	0	0	1	Group 1, task 0	0
0	0	0	0	0	1	0	0	Group 1, task 0	1
0	1	1	0	0	0	1	1	Group 1, task 0	0
1	1	1	1	0	0	0	1	Group 1, task 0	0
0	1	1	1	0	0	1	0	Group 1, task 0	0
1	0	0	1	1	0	0	0	Group 1, task 0	0
0	0	0	1	1	0	0	0	Group 1, task 0	0
1	1	0	1	1	0	1	0	Group 1, task 0	0
0	1	0	1	1	1	1	1	Group 1, task 0	1
1	1	1	0	0	1	1	0	Group 1, task 0	1
1	1	0	1	0	0	0	0	Group 1, task 0	0
0	0	1	1	0	1	1	0	Group 1, task 0	1
1	0	1	1	1	0	0	0	Group 1, task 0	0
0	0	0	1	1	0	1	1	Group 1, task 0	0
0	1	1	1	1	0	1	0	Group 1, task 0	0
1	1	0	0	0	1	1	1	Group 1, task 0	1
1	0	0	0	1	1	1	1	Group 1, task 0	1
1	1	1	0	0	0	1	0	Group 1, task 0	0
0	0	1	0	1	1	0	1	Group 1, task 0	1
1	0	1	0	1	0	1	1	Group 1, task 0	0
1	1	0	0	1	0	1	0	Group 1, task 0	0
0	1	0	0	0	1	1	1	Group 1, task 0	1
0	0	0	1	0	1	0	1	Group 1, task 0	1
0	0	1	0	0	1	0	1	Group 1, task 0	1
1	1	1	0	0	0	1	1	Group 1, task 0	0
1	0	0	0	1	1	1	0	Group 1, task 0	1
0	0	1	0	1	0	1	1	Group 1, task 0	0
1	1	1	1	0	0	1	0	Group 1, task 0	0
1	0	1	1	1	0	1	0	Group 1, task 0	0
0	0	1	1	1	0	0	1	Group 1, task 0	0
1	0	1	0	1	1	1	0	Group 1, task 0	1
0	1	0	1	1	0	0	0	Group 1, task 1	0
1	0	0	0	1	1	0	0	Group 1, task 1	1
1	1	0	0	0	1	0	0	Group 1, task 1	1
0	0	1	0	1	0	1	1	Group 1, task 1	0
1	0	1	1	1	1	0	1	Group 1, task 1	1
1	0	1	0	0	0	1	1	Group 1, task 1	0
1	1	1	0	0	0	1	0	Group 1, task 1	0
1	0	0	1	0	1	1	0	Group 1, task 1	1
0	1	1	0	0	1	1	1	Group 1, task 1	1
1	1	0	1	1	1	0	0	Group 1, task 1	1
0	1	0	1	0	0	1	1	Group 1, task 1	0
0	0	1	0	1	1	1	1	Group 1, task 1	1
0	1	1	0	0	0	1	0	Group 1, task 1	0
0	1	1	0	0	1	0	0	Group 1, task 1	1
0	1	0	1	1	1	0	1	Group 1, task 1	1
0	1	0	0	1	0	0	1	Group 1, task 1	0
0	1	1	0	0	0	1	0	Group 1, task 1	0
0	0	0	1	1	1	1	1	Group 1, task 1	1
0	1	1	0	1	1	0	1	Group 1, task 1	1
0	0	1	0	0	1	0	1	Group 1, task 1	1
0	1	0	0	0	1	0	0	Group 1, task 1	1
0	1	1	0	1	1	1	0	Group 1, task 1	1
0	1	0	1	0	0	0	1	Group 1, task 1	0
0	1	1	1	1	1	1	1	Group 1, task 1	1
0	0	0	0	0	0	0	0	Group 1, task 1	0
1	1	0	0	0	0	1	1	Group 1, task 1	0
0	1	0	1	0	0	1	0	Group 1, task 1	0
0	1	1	1	1	0	1	0	Group 1, task 1	0
1	0	0	0	0	0	0	0	Group 1, task 1	0
1	1	0	1	0	0	0	1	Group 1, task 1	0
0	1	0	0	0	0	0	0	Group 1, task 1	0
0	1	1	0	0	0	1	0	Group 1, task 1	0
1	1	0	0	0	1	1	1	Group 1, task 1	1
0	0	1	0	0	0	1	0	Group 1, task 1	0
1	0	1	1	1	0	0	0	Group 1, task 1	0
1	0	0	0	0	1	1	1	Group 1, task 1	1
0	1	1	0	1	1	1	0	Group 1, task 1	1
0	1	1	0	1	1	1	1	Group 1, task 1	1
1	0	1	1	0	0	1	1	Group 1, task 1	0
1	1	0	0	1	0	0	0	Group 1, task 1	0
0	0	1	0	1	0	0	1	Group 1, task 1	0
1	1	0	1	1	1	1	0	Group 1, task 1	1
1	1	1	0	0	0	1	0	Group 1, task 1	0
1	0	1	1	0	1	0	1	Group 1, task 1	1
1	1	0	1	1	1	0	0	Group 1, task 1	1
1	1	1	1	0	0	0	1	Group 1, task 1	0
0	1	0	0	1	0	1	1	Group 1, task 1	0
0	1	0	1	0	1	0	0	Group 1, task 1	1
0	1	0	0	0	1	0	1	Group 1, task 1	1
1	0	0	0	1	0	1	0	Group 1, task 1	1
0	1	0	1	0	0	1	0	Group 1, task 1	0
1	1	1	1	0	0	1	1	Group 1, task 1	0
0	1	1	1	1	1	0	1	Group 1, task 1	1
0	1	0	0	1	1	0	1	Group 1, task 1	1
1	1	0	0	0	1	0	0	Group 1, task 1	1
1	1	1	0	0	1	1	0	Group 1, task 1	1
1	1	0	1	0	0	1	1	Group 1, task 1	0
0	1	1	0	1	0	0	1	Group 1, task 1	0
1	0	1	1	0	0	1	1	Group 1, task 1	0
1	1	1	1	1	1	1	1	Group 1, task 1	1
0	1	0	0	0	0	0	0	Group 1, task 1	0
1	0	0	0	0	0	0	0	Group 1, task 1	0
1	1	1	1	1	1	1	1	Group 1, task 1	1
1	0	1	1	1	1	0	1	Group 1, task 1	1
1	1	0	0	1	1	1	1	Group 1, task 1	1
0	1	1	0	0	1	1	0	Group 1, task 1	1
1	0	0	1	1	1	0	0	Group 1, task 1	1
0	0	1	0	1	1	1	1	Group 1, task 1	1
0	1	1	0	1	0	0	1	Group 1, task 1	0
1	0	1	0	1	0	1	1	Group 1, task 1	0
1	1	0	0	1	1	1	1	Group 1, task 1	1
1	0	0	1	0	0	0	1	Group 1, task 1	0
0	0	1	0	1	0	1	1	Group 1, task 1	0
0	1	1	1	0	1	0	1	Group 1, task 1	1
0	0	0	1	0	0	1	0	Group 1, task 1	0
0	0	1	1	1	1	1	1	Group 1, task 1	1
1	1	0	0	1	1	1	0	Group 1, task 1	1
0	1	0	1	0	0	1	0	Group 1, task 1	0
0	1	0	0	0	1	0	0	Group 1, task 1	1
0	1	1	1	1	0	1	1	Group 1, task 1	0
1	0	1	0	0	1	1	1	Group 1, task 1	1
1	1	0	0	1	1	0	0	Group 1, task 1	1
0	1	0	1	1	0	0	0	Group 1, task 1	0
0	1	0	0	0	1	0	0	Group 1, task 1	1
1	0	0	1	1	0	0	1	Group 1, task 1	0
1	0	1	0	1	0	0	0	Group 1, task 1	0
0	1	0	1	0	0	1	0	Group 1, task 1	0
0	1	0	0	0	1	0	0	Group 1, task 1	1
0	1	0	0	0	1	0	1	Group 1, task 1	1
0	0	1	0	1	0	1	0	Group 1, task 1	0
0	0	1	0	0	1	0	1	Group 1, task 1	1
0	0	1	0	1	1	1	1	Group 1, task 1	1
0	0	1	1	0	0	0	1	Group 1, task 1	0
0	0	0	0	0	1	0	1	Group 1, task 1	1
0	0	1	1	0	0	1	0	Group 1, task 1	0
0	1	1	0	0	1	0	1	Group 1, task 1	1
0	0	1	0	1	0	1	0	Group 1, task 1	0
1	1	0	1	1	0	1	1	Group 1, task 1	0
0	1	0	0	1	1	0	0	Group 1, task 1	1
0	1	1	1	1	1	0	0	Group 1, task 1	1
1	0	0	0	0	1	0	1	Group 1, task 2	1
0	1	0	1	1	0	0	0	Group 1, task 2	0
1	1	1	1	1	0	1	0	Group 1, task 2	0
0	0	0	0	0	1	0	0	Group 1, task 2	1
0	1	0	0	1	1	0	1	Group 1, task 2	1
1	1	0	0	0	1	0	1	Group 1, task 2	1
0	0	0	1	0	1	0	0	Group 1, task 2	1
1	0	0	0	1	0	1	0	Group 1, task 2	1
0	0	1	1	0	1	1	0	Group 1, task 2	1
1	0	0	1	1	0	0	0	Group 1, task 2	0
0	0	0	1	0	0	0	0	Group 1, task 2	0
0	0	0	0	0	0	1	1	Group 1, task 2	0
1	1	0	1	1	0	0	0	Group 1, task 2	0
0	1	0	1	0	0	0	1	Group 1, task 2	0
1	0	1	1	1	0	0	0	Group 1, task 2	0
1	0	1	1	1	1	1	0	Group 1, task 2	1
1	1	1	0	1	1	0	0	Group 1, task 2	1
0	0	0	0	1	1	1	1	Group 1, task 2	1
1	0	0	0	0	0	0	1	Group 1, task 2	0
1	0	0	1	1	0	1	0	Group 1, task 2	0
0	1	0	1	0	0	1	1	Group 1, task 2	0
1	0	1	1	0	0	1	1	Group 1, task 2	0
0	1	0	1	1	1	1	1	Group 1, task 2	1
0	1	1	0	1	1	0	1	Group 1, task 2	1
1	0	0	1	1	1	0	1	Group 1, task 2	1
0	1	0	0	0	1	0	1	Group 1, task 2	1
0	1	0	1	0	0	1	1	Group 1, task 2	0
0	0	0	1	0	0	1	0	Group 1, task 2	0
1	0	0	1	1	0	1	1	Group 1, task 2	0
1	0	0	0	0	1	1	0	Group 1, task 2	1
1	1	1	0	0	1	1	0	Group 1, task 2	1
1	0	0	0	1	1	1	0	Group 1, task 2	1
0	0	0	1	1	1	0	1	Group 1, task 2	1
0	1	0	1	1	1	1	1	Group 1, task 2	1
0	1	0	0	0	1	1	1	Group 1, task 2	1
0	1	1	0	0	0	0	1	Group 1, task 2	0
1	1	1	0	0	1	0	0	Group 1, task 2	1
1	0	0	0	1	1	1	1	Group 1, task 2	1
1	1	1	1	0	1	0	0	Group 1, task 2	1
1	0	0	0	1	0	0	1	Group 1, task 2	0
1	0	0	1	0	0	1	1	Group 1, task 2	0
0	1	1	0	1	1	1	1	Group 1, task 2	1
1	0	0	0	1	0	1	1	Group 1, task 2	0
1	0	1	1	0	1	0	0	Group 1, task 2	1
1	0	1	0	1	0	0	1	Group 1, task 2	0
0	1	0	1	1	0	0	0	Group 1, task 2	0
1	0	1	0	0	0	1	0	Group 1, task 2	0
0	1	0	1	1	1	0	0	Group 1, task 2	1
1	0	1	1	1	0	0	0	Group 1, task 2	0
0	1	1	1	0	0	1	1	Group 1, task 2	0
1	0	0	1	0	1	0	1	Group 1, task 2	1
1	1	0	0	0	0	0	0	Group 1, task 2	0
1	0	1	1	1	0	0	0	Group 1, task 2	0
0	0	1	0	1	0	1	0	Group 1, task 2	0
0	0	0	1	0	0	1	1	Group 1, task 2	0
1	0	1	1	1	1	1	0	Group 1, task 2	1
0	0	1	1	1	1	0	0	Group 1, task 2	1
1	0	0	0	0	0	1	1	Group 1, task 2	0
0	1	0	1	1	0	1	0	Group 1, task 2	0
0	1	1	1	0	1	0	0	Group 1, task 2	1
0	1	0	0	1	0	1	0	Group 1, task 2	0
0	0	0	0	0	0	0	1	Group 1, task 2	0
1	1	0	1	0	0	1	0	Group 1, task 2	0
1	0	0	0	1	1	1	0	Group 1, task 2	1
0	1	0	1	0	0	0	1	Group 1, task 2	0
1	0	1	1	0	0	0	1	Group 1, task 2	0
0	0	1	1	1	1	0	1	Group 1, task 2	1
0	0	0	0	0	1	0	1	Group 1, task 2	1
1	1	0	0	0	1	1	0	Group 1, task 2	1
0	0	1	1	0	0	1	1	Group 1, task 2	0
1	0	0	1	1	0	1	0	Group 1, task 2	0
0	1	1	1	0	1	0	0	Group 1, task 2	1
0	0	0	1	1	0	1	0	Group 1, task 2	0
1	1	1	0	0	1	0	0	Group 1, task 2	1
1	1	0	0	1	1	0	1	Group 1, task 2	1
1	0	1	1	0	0	1	1	Group 1, task 2	0
1	0	1	0	1	0	1	1	Group 1, task 2	0
1	0	1	1	0	1	0	1	Group 1, task 2	1
0	0	1	1	0	0	1	1	Group 1, task 2	0
0	1	0	1	1	0	1	0	Group 1, task 2	0
0	1	1	0	0	0	1	0	Group 1, task 2	0
0	0	0	0	1	1	1	1	Group 1, task 2	1
0	1	1	1	0	1	0	1	Group 1, task 2	1
0	1	0	1	1	0	1	0	Group 1, task 2	0
1	0	1	0	0	0	1	1	Group 1, task 2	0
1	0	1	0	0	1	1	0	Group 1, task 2	1
0	0	1	1	1	1	0	0	Group 1, task 2	1
0	1	0	1	1	0	0	1	Group 1, task 2	0
0	1	0	0	0	0	1	1	Group 1, task 2	0
1	0	0	1	1	1	0	0	Group 1, task 2	1
0	0	0	0	0	0	0	1	Group 1, task 2	0
0	0	1	0	1	1	1	0	Group 1, task 2	1
0	0	0	0	0	1	0	1	Group 1, task 2	1
1	1	1	1	0	0	0	0	Group 1, task 2	0
1	1	0	0	1	0	1	0	Group 1, task 2	0
0	0	1	0	1	1	1	1	Group 1, task 2	1
1	1	1	0	1	0	0	0	Group 1, task 2	0
1	1	1	0	0	1	1	0	Group 1, task 2	1
0	1	0	1	0	1	0	0	Group 1, task 2	1
1	0	0	1	0	0	1	0	Group 1, task 2	0
1	0	0	1	0	1	0	0	Group 1, task 3	1
1	0	0	0	0	1	0	0	Group 1, task 3	1
1	0	0	0	1	1	1	1	Group 1, task 3	1
0	1	1	0	1	0	1	0	Group 1, task 3	0
0	1	0	0	1	0	1	0	Group 1, task 3	0
0	0	1	0	0	0	0	0	Group 1, task 3	0
0	0	0	1	1	1	1	1	Group 1, task 3	1
1	1	0	1	1	0	1	1	Group 1, task 3	0
0	1	1	1	0	0	0	1	Group 1, task 3	0
0	0	1	1	1	0	0	0	Group 1, task 3	0
1	1	1	0	0	1	1	0	Group 1, task 3	1
0	1	0	1	0	0	1	1	Group 1, task 3	0
1	0	0	1	0	1	0	0	Group 1, task 3	1
0	1	0	0	0	0	0	1	Group 1, task 3	0
0	1	0	1	1	1	0	0	Group 1, task 3	1
0	1	0	0	1	0	1	0	Group 1, task 3	0
0	1	1	1	1	1	1	1	Group 1, task 3	1
0	1	0	0	1	0	0	0	Group 1, task 3	0
1	0	1	0	1	1	1	1	Group 1, task 3	1
1	0	1	1	0	1	0	0	Group 1, task 3	1
1	1	0	1	1	1	0	0	Group 1, task 3	1
1	1	0	1	1	1	1	1	Group 1, task 3	1
0	1	0	1	1	1	1	0	Group 1, task 3	1
0	1	0	0	0	1	1	0	Group 1, task 3	1
1	1	1	1	1	0	1	1	Group 1, task 3	0
1	1	0	1	0	0	1	0	Group 1, task 3	0
0	1	1	1	0	1	1	0	Group 1, task 3	1
1	1	1	1	1	0	0	1	Group 1, task 3	0
1	0	0	1	1	1	0	0	Group 1, task 3	1
1	0	0	1	0	1	1	1	Group 1, task 3	1
0	0	1	0	0	1	0	1	Group 1, task 3	1
0	1	1	0	0	0	1	1	Group 1, task 3	0
1	1	0	0	1	1	0	1	Group 1, task 3	1
1	0	1	1	1	1	0	1	Group 1, task 3	1
1	1	1	0	0	1	0	1	Group 1, task 3	1
1	1	0	0	1	1	1	1	Group 1, task 3	1
1	0	0	0	1	0	1	0	Group 1, task 3	1
1	0	1	0	1	0	1	1	Group 1, task 3	0
1	1	0	1	0	0	0	1	Group 1, task 3	0
1	1	1	1	0	1	1	1	Group 1, task 3	1
0	1	0	1	0	0	0	1	Group 1, task 3	0
0	1	1	1	1	0	0	1	Group 1, task 3	0
0	1	1	1	0	1	0	1	Group 1, task 3	1
1	0	1	1	0	1	0	1	Group 1, task 3	1
1	1	0	1	0	0	0	0	Group 1, task 3	0
0	0	1	1	0	1	0	1	Group 1, task 3	1
0	0	0	0	1	0	1	1	Group 1, task 3	0
1	0	1	1	1	0	0	0	Group 1, task 3	0
1	1	1	0	1	0	0	1	Group 1, task 3	0
1	0	0	0	0	1	1	1	Group 1, task 3	1
0	0	0	0	1	1	0	1	Group 1, task 3	1
0	1	1	0	1	0	0	0	Group 1, task 3	0
0	1	0	1	1	0	0	1	Group 1, task 3	0
0	0	1	1	1	1	0	1	Group 1, task 3	1
0	1	1	0	0	0	0	0	Group 1, task 3	0
0	0	1	1	1	0	1	0	Group 1, task 3	0
0	0	0	1	1	0	1	0	Group 1, task 3	0
1	1	0	0	0	0	0	0	Group 1, task 3	0
1	1	0	1	1	0	1	0	Group 1, task 3	0
0	0	1	1	1	0	1	0	Group 1, task 3	0
0	1	0	1	1	0	1	1	Group 1, task 3	0
0	1	0	0	0	0	1	1	Group 1, task 3	0
0	1	1	0	0	0	0	1	Group 1, task 3	0
1	1	1	0	0	0	1	1	Group 1, task 3	0
1	0	1	0	0	1	1	1	Group 1, task 3	1
0	0	1	1	1	1	1	1	Group 1, task 3	1
0	0	0	0	0	1	0	1	Group 1, task 3	1
1	1	1	0	0	0	0	1	Group 1, task 3	0
1	0	1	1	1	1	0	1	Group 1, task 3	1
0	1	0	0	1	1	0	0	Group 1, task 3	1
0	1	1	1	1	0	1	0	Group 1, task 3	0
1	0	1	1	0	1	0	1	Group 1, task 3	1
0	0	1	1	1	0	1	1	Group 1, task 3	0
0	0	1	1	1	0	0	1	Group 1, task 3	0
0	0	0	1	1	1	0	0	Group 1, task 3	1
0	1	0	0	0	0	1	1	Group 1, task 3	0
1	0	0	1	0	0	1	1	Group 1, task 3	0
1	0	0	0	1	1	1	0	Group 1, task 3	1
0	1	1	1	0	0	0	1	Group 1, task 3	0
0	0	0	1	1	1	0	1	Group 1, task 3	1
0	0	0	0	0	1	0	1	Group 1, task 3	1
0	0	0	0	1	1	1	0	Group 1, task 3	1
0	1	1	1	1	1	0	0	Group 1, task 3	1
1	0	0	0	1	0	0	0	Group 1, task 3	1
1	1	1	1	1	0	1	1	Group 1, task 3	0
0	1	0	1	0	1	1	0	Group 1, task 3	1
0	1	1	0	1	1	0	0	Group 1, task 3	1
0	0	0	1	1	1	0	1	Group 1, task 3	1
1	1	0	0	1	1	0	0	Group 1, task 3	1
0	1	0	1	0	0	1	0	Group 1, task 3	0
1	1	0	1	0	1	1	0	Group 1, task 3	1
1	1	0	1	1	1	0	0	Group 1, task 3	1
0	0	1	0	0	1	1	1	Group 1, task 3	1
1	0	1	0	1	0	0	1	Group 1, task 3	0
0	0	0	0	1	0	1	1	Group 1, task 3	0
0	0	1	0	0	0	0	1	Group 1, task 3	0
1	1	0	1	1	1	1	1	Group 1, task 3	1
0	0	1	0	0	0	0	1	Group 1, task 3	0
1	0	1	0	1	0	0	1	Group 1, task 3	0
0	1	0	1	1	1	0	0	Group 1, task 3	1
1	1	1	1	1	1	0	1	Group 1, task 4	1
0	0	0	0	0	1	0	1	Group 1, task 4	1
0	1	0	0	1	0	1	1	Group 1, task 4	0
0	1	1	0	0	0	0	1	Group 1, task 4	0
0	0	1	0	0	1	1	1	Group 1, task 4	1
0	0	1	1	1	1	0	0	Group 1, task 4	1
0	0	1	0	0	0	0	1	Group 1, task 4	0
1	0	0	0	1	1	1	0	Group 1, task 4	1
1	0	1	1	1	0	0	1	Group 1, task 4	0
1	0	0	1	0	0	1	1	Group 1, task 4	0
1	0	0	0	0	0	1	0	Group 1, task 4	0
0	0	0	0	1	1	0	1	Group 1, task 4	1
0	0	0	0	1	1	0	1	Group 1, task 4	1
1	0	1	1	0	0	0	1	Group 1, task 4	0
1	0	0	1	0	1	1	0	Group 1, task 4	1
0	0	0	0	0	0	0	1	Group 1, task 4	0
0	0	1	1	0	0	1	0	Group 1, task 4	0
0	0	1	1	0	0	0	0	Group 1, task 4	0
1	1	0	1	1	1	0	0	Group 1, task 4	1
1	1	0	0	0	1	1	1	Group 1, task 4	1
0	1	1	1	0	0	1	0	Group 1, task 4	0
0	1	1	0	0	0	1	1	Group 1, task 4	0
0	0	0	0	1	1	0	0	Group 1, task 4	1
1	0	1	0	1	0	0	0	Group 1, task 4	0
0	0	0	1	0	1	0	0	Group 1, task 4	1
0	1	1	0	1	1	0	0	Group 1, task 4	1
0	1	1	0	0	0	0	0	Group 1, task 4	0
1	0	1	0	0	1	0	1	Group 1, task 4	1
1	0	1	0	0	0	1	0	Group 1, task 4	0
0	0	1	1	0	0	1	0	Group 1, task 4	0
0	0	0	0	1	1	1	1	Group 1, task 4	1
1	0	1	1	0	0	0	1	Group 1, task 4	0
1	1	0	0	0	0	0	1	Group 1, task 4	0
1	0	0	0	1	0	1	1	Group 1, task 4	0
0	0	0	1	0	1	0	1	Group 1, task 4	1
1	0	0	1	0	0	1	0	Group 1, task 4	0
0	0	1	1	1	0	1	0	Group 1, task 4	0
0	1	1	0	1	0	0	0	Group 1, task 4	0
0	0	0	0	1	1	0	1	Group 1, task 4	1
1	0	0	1	0	0	0	1	Group 1, task 4	0
1	1	0	0	1	1	1	1	Group 1, task 4	1
1	1	0	0	0	1	0	0	Group 1, task 4	1
0	1	0	0	0	1	1	1	Group 1, task 4	1
0	0	0	1	0	1	0	1	Group 1, task 4	1
0	1	0	1	0	0	1	1	Group 1, task 4	0
0	1	1	1	1	1	1	1	Group 1, task 4	1
1	0	1	0	1	1	0	1	Group 1, task 4	1
1	0	1	1	0	0	0	0	Group 1, task 4	0
1	0	0	1	0	0	1	0	Group 1, task 4	0
0	0	1	1	0	1	1	0	Group 1, task 4	1
0	0	0	1	0	0	1	1	Group 1, task 4	0
0	1	1	1	0	1	0	1	Group 1, task 4	1
0	1	0	0	0	1	1	1	Group 1, task 4	1
0	0	1	0	0	1	1	0	Group 1, task 4	1
0	0	0	1	1	0	1	0	Group 1, task 4	0
1	1	1	1	0	1	0	1	Group 1, task 4	1
1	1	1	1	1	1	1	1	Group 1, task 4	1
1	0	0	0	0	1	0	0	Group 1, task 4	1
1	1	0	0	0	1	1	1	Group 1, task 4	1
0	1	1	0	0	0	1	1	Group 1, task 4	0
1	0	1	1	1	1	1	1	Group 1, task 4	1
1	1	1	0	1	1	1	0	Group 1, task 4	1
0	1	1	0	0	0	0	1	Group 1, task 4	0
0	0	1	1	1	1	1	0	Group 1, task 4	1
1	0	0	0	1	0	0	1	Group 1, task 4	0
1	1	0	1	1	1	0	0	Group 1, task 4	1
1	1	1	0	1	0	1	0	Group 1, task 4	0
0	1	0	1	0	0	0	0	Group 1, task 4	0
1	0	1	1	0	0	0	1	Group 1, task 4	0
0	0	1	0	1	0	1	0	Group 1, task 4	0
0	0	1	1	1	0	1	0	Group 1, task 4	0
1	1	0	1	1	0	1	0	Group 1, task 4	0
0	0	1	0	0	1	0	0	Group 1, task 4	1
0	1	1	1	1	1	0	0	Group 1, task 4	1
0	1	0	0	1	0	0	1	Group 1, task 4	0
0	1	1	1	1	1	0	1	Group 1, task 4	1
0	0	1	1	1	1	1	1	Group 1, task 4	1
1	1	0	1	0	1	1	0	Group 1, task 4	1
0	0	0	0	0	1	0	1	Group 1, task 4	1
0	0	1	0	0	0	0	0	Group 1, task 4	0
0	0	0	1	0	1	1	0	Group 1, task 4	1
0	0	1	0	0	1	1	1	Group 1, task 4	1
1	1	1	1	1	1	1	0	Group 1, task 4	1
0	1	1	1	0	1	1	0	Group 1, task 4	1
0	0	1	1	0	1	0	0	Group 1, task 4	1
0	0	0	1	1	0	0	0	Group 1, task 4	0
1	0	0	0	1	0	1	1	Group 1, task 4	0
1	1	1	0	1	0	1	0	Group 1, task 4	0
1	1	1	0	0	1	0	1	Group 1, task 4	1
0	0	1	1	1	1	1	1	Group 1, task 4	1
1	1	0	0	1	0	0	1	Group 1, task 4	0
0	0	1	0	1	1	1	1	Group 1, task 4	1
0	0	0	1	0	0	0	1	Group 1, task 4	0
1	0	1	0	1	0	0	1	Group 1, task 4	0
1	0	0	1	1	1	0	1	Group 1, task 4	1
0	0	0	1	1	1	0	1	Group 1, task 4	1
1	0	1	1	0	1	0	0	Group 1, task 4	1
0	1	0	1	1	0	0	1	Group 1, task 4	0
0	0	1	0	1	0	0	0	Group 1, task 4	0
1	0	1	0	0	1	1	1	Group 1, task 4	1
